configID,qtyID,transition,slapsed_time
64f03859dda1bb366e940a9b0255ab84f688d2308b4ba249e66277875387c78e,1,"['qty-1', 'qty-1', 'qty-1', 'qty-1', 'qty-1', 'qty-1', 'qty-2']","[335, 5, 5, 30, 5, 180, 45]"
64f03859dda1bb366e940a9b0255ab84f688d2308b4ba249e66277875387c78e,12,"['qty-0', 'qty-0', 'qty-0', 'qty-0', 'qty-0', 'qty-0']","[5, 5, 5, 5, 285, 5]"
64f03859dda1bb366e940a9b0255ab84f688d2308b4ba249e66277875387c78e,13,['qty-3'],[5]
64f03859dda1bb366e940a9b0255ab84f688d2308b4ba249e66277875387c78e,2,['config_qty-4'],[5]
8e1839193d657ef483b45c276479c06924d746982841acee8d420f7705ad6ff9,1,"['qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5', 'qty-5']","[10, 10, 10, 20, 5, 5, 5, 10, 5, 5]"
8e1839193d657ef483b45c276479c06924d746982841acee8d420f7705ad6ff9,2,"['qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-4', 'qty-6', 'config_qty-7']","[5, 5, 10, 20, 10, 15, 10, 5, 15, 770, 5]"
8e1839193d657ef483b45c276479c06924d746982841acee8d420f7705ad6ff9,13,['qty-5'],[5]
72bfaed094de51c7191c16440aa680abef77577278f393988d68378699964a1b,2,"['qty-8', 'qty-8', 'qty-8', 'qty-8', 'qty-8', 'qty-8', 'qty-8', 'qty-9', 'qty-10']","[60, 5, 5, 5, 5, 5, 125, 105, 165]"
72bfaed094de51c7191c16440aa680abef77577278f393988d68378699964a1b,1,"['qty-7', 'qty-7', 'qty-7', 'qty-7', 'qty-7', 'qty-7', 'qty-7']","[240, 5, 5, 5, 5, 5, 205]"
72bfaed094de51c7191c16440aa680abef77577278f393988d68378699964a1b,13,['qty-7'],[5]
72bfaed094de51c7191c16440aa680abef77577278f393988d68378699964a1b,0,['config_qty-11'],[5]
02ba8f3c0dd42ed74231abc424c0e74cf26260f1dcc8adbf004aaafd29e0fe12,2,['config_qty-12'],[960]
e458270e3bb2eabc32fd962b658bafd3ea238c9f3ec996a5184acc630a86f81d,2,"['qty-13', 'qty-14', 'qty-14', 'qty-14', 'qty-14', 'qty-14', 'qty-14', 'qty-14', 'qty-14']","[5, 330, 50, 5, 5, 5, 5, 5, 5]"
e458270e3bb2eabc32fd962b658bafd3ea238c9f3ec996a5184acc630a86f81d,0,['qty-12'],[5]
e458270e3bb2eabc32fd962b658bafd3ea238c9f3ec996a5184acc630a86f81d,13,"['qty-12', 'qty-12', 'qty-12', 'qty-12', 'qty-12', 'qty-12', 'qty-12', 'qty-15']","[5, 5, 5, 5, 5, 5, 50, 80]"
e458270e3bb2eabc32fd962b658bafd3ea238c9f3ec996a5184acc630a86f81d,1,['config_qty-16'],[375]
