original_configID,selected_configID,time
ace687c6da132c7439da078f9cc24365be26c9d31687e1435cca9ec2c1082470,25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,2023-06-26T09:48:41.263
25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,2023-06-26T09:50:41.269
378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,2023-06-26T09:52:41.465
ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,2023-06-26T09:54:41.850
0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,2023-06-26T09:56:41.951
c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,2023-06-26T09:58:42.046
1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,940f2a370cd45b600776afce40bdbadc8454fcfec8042d4457eb6c1e69a22a04,2023-06-26T10:00:42.270
940f2a370cd45b600776afce40bdbadc8454fcfec8042d4457eb6c1e69a22a04,5b0edf37cfd62693c5db4e8b46867d5b6a7df509c607d0061251a8b2229a5fab,2023-06-26T10:02:42.431
5b0edf37cfd62693c5db4e8b46867d5b6a7df509c607d0061251a8b2229a5fab,7ceafc945f729b0c401489af6f40551f17b1ed0829d4a9f00a4851476892cc84,2023-06-26T10:04:42.563
7ceafc945f729b0c401489af6f40551f17b1ed0829d4a9f00a4851476892cc84,37794ca5d8b9b1d53651ee48ec9354c32c19265334d91e7b6a797a8c136ab9d8,2023-06-26T10:06:42.786
37794ca5d8b9b1d53651ee48ec9354c32c19265334d91e7b6a797a8c136ab9d8,359be14b5d1247d35fd8ed69bcd413de866ecb2b72b0f8d18cf348c52f0c6681,2023-06-26T10:08:53.155
