original_configID,selected_configID,time
ace687c6da132c7439da078f9cc24365be26c9d31687e1435cca9ec2c1082470,fbb7d4a40e02ee682f5a0bc3e8867587b39ba7786af7a9905d2e1d48baa6873c,2023-06-27T08:53:29.791573
fbb7d4a40e02ee682f5a0bc3e8867587b39ba7786af7a9905d2e1d48baa6873c,f960ee6f36b270424bf886f06170a72315aebb7d5b21837e353035e96a4b2441,2023-06-27T09:06:04.934402
f960ee6f36b270424bf886f06170a72315aebb7d5b21837e353035e96a4b2441,f8f8b84533f14f1261fb0b0e825ea7bfbbdaf12a8fc1384e38cb6dcb457ef76b,2023-06-27T09:10:06.092160
f8f8b84533f14f1261fb0b0e825ea7bfbbdaf12a8fc1384e38cb6dcb457ef76b,c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,2023-06-27T09:14:08.271550
c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,2023-06-27T09:18:10.803106
25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,8153107700ebe744b62f8ca95af141791276cba841612b2a726fbe4a52a5dd87,2023-06-27T09:22:13.273028
8153107700ebe744b62f8ca95af141791276cba841612b2a726fbe4a52a5dd87,378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,2023-06-27T09:26:15.579185
378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,19f073f2286c393a7bfe7d9084b5039d666dc935fb591e6e20ee04eeb96e3dcd,2023-06-27T09:30:17.759796
19f073f2286c393a7bfe7d9084b5039d666dc935fb591e6e20ee04eeb96e3dcd,c300eee52f396b01cbbca744e1f5cae3858991263199eace7ec7bd8d999a8188,2023-06-27T09:34:20.363817
c300eee52f396b01cbbca744e1f5cae3858991263199eace7ec7bd8d999a8188,ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,2023-06-27T09:39:33.572664
ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,2023-06-27T09:47:50.700843
1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,2023-06-27T09:51:53.297278
0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,dc17cdcd1f7c8ba4f240a013d40b494239b1844417bfe6c565d80f903c0eb443,2023-06-27T09:55:55.917673
dc17cdcd1f7c8ba4f240a013d40b494239b1844417bfe6c565d80f903c0eb443,a4f75be82c612988c63f125a1460fe911ee659bdfa154e70a6e9e6af262d1116,2023-06-27T09:59:58.645659
a4f75be82c612988c63f125a1460fe911ee659bdfa154e70a6e9e6af262d1116,7b932f7aeb2d74880841b438660b2017c1300db607b63f9e16ed65728fe7b787,2023-06-27T10:57:15.327171
