original_configID,selected_configID,time
ace687c6da132c7439da078f9cc24365be26c9d31687e1435cca9ec2c1082470,1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,2023-06-29T08:37:18.999
1c93bf80db5f20f4bd4cbc46dac8cd43b0fe6f092fdbf7056819f7e5f866b62d,25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,2023-06-29T08:41:20.288
25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7,ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,2023-06-29T08:45:21.986
ec7a2f1018e890b8622966638e76be2ba74cf847077e7fcc8ef63ae467403857,f8f8b84533f14f1261fb0b0e825ea7bfbbdaf12a8fc1384e38cb6dcb457ef76b,2023-06-29T08:49:22.757
f8f8b84533f14f1261fb0b0e825ea7bfbbdaf12a8fc1384e38cb6dcb457ef76b,378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,2023-06-29T08:53:23.850
378142a4bbab52d735ad872b065f1375b2b2c69150ddaa9a17c66eb7d9e3dfde,19f073f2286c393a7bfe7d9084b5039d666dc935fb591e6e20ee04eeb96e3dcd,2023-06-29T08:57:25.381
19f073f2286c393a7bfe7d9084b5039d666dc935fb591e6e20ee04eeb96e3dcd,0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,2023-06-29T09:01:26.119
0593cee389e7b6da627e6ccacd4a8f24b0746b48e2d0241df749d32801f7286b,c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,2023-06-29T09:56:22.019
c5a4b5e9d4cfca29f4af22257cbbd358728c772a56d05a4983a91bcc13781de3,ddce74aabb30605296c56b599b454018deed1f15b02f886bbf356344a58471f6,2023-06-29T10:00:22.731
ddce74aabb30605296c56b599b454018deed1f15b02f886bbf356344a58471f6,1b0ea61972bb7faecdabb6d009b76a8311e3c1b4e70fd332829a67ab968f7935,2023-06-29T10:04:23.279
1b0ea61972bb7faecdabb6d009b76a8311e3c1b4e70fd332829a67ab968f7935,dc17cdcd1f7c8ba4f240a013d40b494239b1844417bfe6c565d80f903c0eb443,2023-06-29T10:08:23.182
