dlMaxRetxThreshold,dlPollByte,dlPollPDU,dlTPollRetr,dlTProhib,dlTReassembly,ulMaxRetxThreshold,ulPollByte,ulPollPDU,ulTPollRetr,ulTProhib,ulTReassembly,id
t8,kB8,p4096,ms300,ms800,ms170,t4,kB100,p65536,ms2000,ms80,ms80,e7b1c2e05380a65cf11534b8c9d1df0758d23ae1ab567245689324d0df8a62e6
t6,kB25,p49152,ms4000,ms80,ms200,t2,mB20,p32,ms250,ms80,ms140,4a977c5b84d754d11c340d59069fe833b62e22d7bffd1e031b4cf63b3582bbe6
t6,mB16,p49152,ms400,ms100,ms20,t16,kB100,p16,ms400,ms20,ms80,e805c93a58509ed6b3f726491782f4df9ad632f9331a7aa1c90d53171b21b409
t4,mB30,p65536,ms100,ms2400,ms20,t4,kB8,p128,ms1000,ms300,ms60,6b9d65c9cfb4782142bb1f3da97ac8f799b60de712695b5beb18d7fd341961e3
t16,mB25,p65536,ms400,ms200,ms5,t3,mB16,p16,ms1000,ms40,ms200,0f8302127421f26851eb165f8a040d21f8cfbed067aaceac0ce7ee28a17d47b9
t32,mB25,p65536,ms50,ms100,ms160,t8,mB25,p512,ms50,ms150,ms120,caac81592edfc7c03bf1e9fc68ce32150e2691726f2914a1490b554dffdf3441
t3,kB1000,p16384,ms800,ms300,ms120,t3,kB6000,p40960,ms50,ms60,ms40,b4554ea2065c14d649e20d58ca48bc1a9ec9d5d3df3a126ba00d84b7602773fd
t3,mB40,p32,ms2000,ms100,ms180,t16,mB8,p65536,ms50,ms60,ms180,34c65e3b5f6912d496f6aa93c136cd97502ea90e79e388a498a232478caa365f
t2,mB40,p32768,ms400,ms60,ms10,t32,mB25,p32768,ms1000,ms200,ms120,a5bd57b6d169116a4ce79a46b2ce31ceea706763f57edd6bb7dd2fa6e258a64e
t16,kB500,p65536,ms4000,ms2400,ms20,t2,kB6000,p512,ms4000,ms100,ms100,a58c86936fa2e87b7303a9526969845d1edad018f8c66dbd1f431352f17e4b4d
t2,mB40,p8192,ms1000,ms800,ms80,t3,kB25,p57344,ms100,ms150,ms180,c5344db1a46b827c2c9a3a7527cde9ee958b5a4d85cf8c43f8a76d3787f1b257
t3,mB16,p57344,ms150,ms500,ms80,t32,mB40,p128,ms150,ms60,ms80,c978180a48a5af0e9377cd5ea6d26ecfe433821624967833706051c5c29e2848
t3,mB8,p65536,ms50,ms200,ms20,t2,kB500,p4096,ms50,ms40,ms80,3610e33f38d6a1afcf5d96ac21dced8c134f9e50bde8166743b9d182a5ae8f7b
t8,mB8,p65536,ms200,ms2000,ms140,t4,kB1000,p128,ms800,ms1200,ms180,6db6d44032aa375f63f987c7661d574b8b16e0d6070c256b1051d95ce9466672
t16,mB25,p65536,ms350,ms2000,ms20,t2,mB8,p57344,ms2000,ms300,ms80,01aa44ac2bc70bf253e8336b87fcb52094cae3cd9eef1edb2623541e75215f42
t3,kB6000,p8192,ms300,ms500,ms100,t6,kB100,p40960,ms1000,ms200,ms140,1bef0428f91ff0672fb5ef9a7c9acca154472bf2453fb78ca65c92ae34050949
t4,mB30,p4096,ms100,ms150,ms140,t2,kB1000,p57344,ms50,ms800,ms80,9695760513d8f5165d7f38b717d939db8c92b4cf39822b1ca22f9275b22ac51c
t4,kB1000,p32,ms350,ms800,ms140,t2,kB1000,p65536,ms200,ms2000,ms40,efc300adea436cbda46c4f7ef7dcb42dd1fc805042fc5ebb90fcce30c06cea2f
t6,kB1000,p65536,ms250,ms100,ms120,t3,mB16,p4096,ms100,ms150,ms60,ea0f802d698f9fcfa73b517b320f62d9c28e7add0cb049570bd65839b9ea18a3
t3,kB1000,p57344,ms500,ms20,ms80,t3,mB25,p16384,ms50,ms40,ms20,be8f4b627ed1f00dfc67422262b462b9e91a030beb61064e799392629cce511d
t4,mB30,p57344,ms150,ms2000,ms200,t2,mB25,p57344,ms100,ms40,ms170,091cc916ba7d84a183ed569afb173ae8d633ad7644bcbf4181396996f434e690
t6,mB25,p49152,ms500,ms40,ms120,t6,mB8,p65536,ms100,ms1200,ms170,be07c38cb52e1a259c59f85044f486d2dc2b8471c8232952182009ba69e5d43a
t2,mB20,p57344,ms50,ms800,ms140,t32,mB25,p32,ms400,ms1200,ms100,fe945274b893dd85b606ec3c70c44dbc7dc0465d74a8d319b4b1c77ad245d1be
t6,mB25,p16384,ms250,ms80,ms170,t3,mB40,p4096,ms50,ms1200,ms40,47d000ae0bf3456a3670d760002b1b698add52cfc79139c522ea990dbae22a85
t8,mB25,p4096,ms400,ms800,ms5,t6,mB40,p4096,ms2000,ms2400,ms60,626d94b200fca96cfb1fa4d3dbbd71bb535f9064fbe913dcfb27fc908c4a66c3
t8,mB25,p4096,ms500,ms20,ms40,t6,mB25,p128,ms2000,ms300,ms5,1e7a9663a76d3dc8e3ea52cb4403cfe8a03821d27b5cb8c98c99835249638c99
t2,mB8,p49152,ms500,ms300,ms20,t6,kB100,p4096,ms800,ms300,ms200,efb496e217a026cc013049d07bcf89224a8153ee67bbff6853104eee75f7fd39
t4,mB30,p57344,ms50,ms40,ms60,t6,mB25,p128,ms500,ms60,ms100,34737f2497218e2952867cf5469dece275c538787d1d587a9b763bc643662269
t6,mB30,p128,ms4000,ms2400,ms60,t4,kB100,p57344,ms4000,ms500,ms200,a3f761efee5462668b5cad24e695f8b2718efdbbdddd82169c37590cd8c64c03
t16,kB8,p57344,ms4000,ms100,ms180,t16,kB25,p128,ms800,ms1200,ms140,0f0b7125b3db86632fb1729d0b8174547f9d21bbba5b615876089577e7894dae
t4,kB8,p65536,ms400,ms100,ms10,t32,kB500,p4096,ms350,ms60,ms120,8b5977e23de7b296b2f1d4c59034875a921e5d1f22fea0a094741ec201c81f91
t16,mB40,p65536,ms1000,ms1200,ms200,t6,mB8,p128,ms150,ms60,ms60,95d366bef9418c9f99c6e15f39445490ef5831df79f7029e9e2d4ec37709ac04
t16,kB25,p40960,ms2000,ms100,ms100,t16,kB8,p16,ms800,ms150,ms180,c24931a418575a56817537cfb4cf4abb5842c6e1a1216c9dce67e3e5afeb511b
t16,mB40,p49152,ms500,ms150,ms170,t16,kB25,p49152,ms500,ms1200,ms20,d01be2d6a958c7065442bb1a556b13fd88325ada59cd9b52ff0a847ca00843f2
t6,kB25,p32,ms200,ms20,ms170,t8,kB25,p32,ms200,ms800,ms160,6eb2b5e01d7bb28df1c492c995f1724fdbec0823dcda654badadac8193e9692d
t4,kB100,p512,ms800,ms40,ms160,t2,kB100,p49152,ms250,ms80,ms80,2a6a525fea058ca4b474a4be8d6009c8dade4449947fd65bbafa32f811761974
t3,mB25,p57344,ms2000,ms150,ms170,t6,kB100,p32768,ms1000,ms40,ms100,c4a68c10a0da9470ea34c34ce2599c4b67224f20e8a3b1be7132124d229bfd9f
t32,mB25,p57344,ms500,ms2000,ms120,t16,mB30,p40960,ms200,ms20,ms5,8146606c7bca2a60ba4945c056e6c4ee39205e84956e9ed1231648f93ec32551
