dlMaxRetxThreshold,dlPollByte,dlPollPDU,dlTPollRetr,dlTProhib,dlTReassembly,ulMaxRetxThreshold,ulPollByte,ulPollPDU,ulTPollRetr,ulTProhib,ulTReassembly,id
t6,mB18,p6144,ms250,ms120,ms40,t16,kB15,p8192,ms100,ms1600,ms35,f9a584b9ccfcba5b07a1ef3a4d003b9e08c90b231fff40fec41157d03e2ae868
t8,mB10,p8192,ms120,ms100,ms35,t16,kB500,p20480,ms10,ms80,ms35,5a3cdd1ef8b78a61178ec8cc5e3e69ca4d46f9d85d28f62e7bd525910a2bb445
t32,kB4500,p6144,ms800,ms70,ms60,t3,kB250,p256,ms100,ms1200,ms60,7ceafc945f729b0c401489af6f40551f17b1ed0829d4a9f00a4851476892cc84
t16,mB8,p1024,ms250,ms2000,ms75,t32,kB1250,p12288,ms120,ms50,ms130,25a29853f22ceaafd2daedd848689a7c8dd52af07f518537c37fe2d887def8d7
t16,kB2000,p4096,ms30,ms400,ms15,t2,kB4000,p28672,ms130,ms160,ms20,6f59214c62dcbf691d6807c77a27e668b73fdfe2e782a5e6f951462e533ed6cd
t32,kB15,p65536,ms300,ms100,ms60,t2,mB8,p6144,ms220,ms2400,ms35,2f48562608840bfdc6ab848eaa337b4f59693b12541a3f2c961af35657eaeec7
t16,kB50,p4096,ms4000,ms800,ms80,t3,mB20,p6144,ms100,ms1200,ms45,4fadda90afb26d32734ca46d39b15470b182a1f4fc992b3699a4d5f8bb729767
t16,kB6500,p16,ms350,ms800,ms30,t3,kB6000,p6144,ms70,ms800,ms10,25e6ab791438d371879fc94a6f05e051cac8544c34150167955b1fccdd8e3e31
t4,mB16,p16,ms170,ms80,ms70,t32,kB5500,p65536,ms240,ms300,ms140,86656c6322bbef5f1283ac6de79624475c1a1329a70bbb10f02a9ea2e2419b26
t4,kB7000,p20480,ms190,ms500,ms150,t6,mB9,p4096,ms190,ms800,ms160,694d3ee2508ce371f489dbf29fee61ce9e44d58a6115b43940f260579211c4f1
t8,mB12,p57344,ms500,ms800,ms60,t4,kB100,p16,ms30,ms130,ms190,6d36372fa05865f21fc8d78d12149e2a5f147412688f7255db57bb1cee8eeb5a
t2,kB5000,p128,ms800,ms90,ms110,t6,kB750,p1024,ms170,ms350,ms20,6fb150e5de7b64b200e2320ab70b76d786f06e3055b69bff7b4b83960e8dd7c5
t8,kB8,p57344,ms230,ms2000,ms55,t8,kB2,p4096,ms20,ms450,ms90,a63c284b0f7ce95f4fb046b7ee66b3070e5a582c6d118b90dd9c0c8cc50e9544
t6,kB10,p20480,ms90,ms1000,ms15,t3,mB10,p20480,ms110,ms2400,ms35,6c7605587abe421dba50fb6ec25f2294ae468a51d520de70fa15f2d106827972
t8,kB500,p12288,ms1000,ms180,ms35,t6,mB40,p256,ms130,ms100,ms30,9e4f4d00d2236066f8c0e95a5ac051d67ab840fc227fbc70a9002062b55eec90
t16,kB250,p512,ms20,ms140,ms90,t2,mB15,p256,ms130,ms80,ms10,0c425c8cca6a48a54af36d2db1bad7637bca4f6c3a496f68b8e49e40750bd44b
t3,mB15,p6144,ms400,ms140,ms45,t2,kB10,p16,ms450,ms110,ms10,3231dfb1b73fa862fca5f31aef89a0d120a2ab35b3ff3d6314e5e105ce8e38b5
